lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm,bz_smsm,bz_smdm
26698,40091,6699,0.00034241,0.07,366502,18800739,6925,11139,18262
21438,64521,24446,0.00013363,0.01,184842,15773406,38282,3664,58203
11997,68920,18790,0.00056263,0.005,465228,6475064,28937,3141,66304
33223,49856,17185,0.00860544,0.005,14254281,4284120,372784,62475,1286950
77801,96142,3666,0.00182521,0.15,13652736,52871746,121408,103930,285563
22032,31720,9581,0.00002483,0.15,17353,45587985,17398,3014,5543
115719,20583,6112,0.01084252,0.3,25826382,37745702,444757,482829,1008617
42186,10950,14594,0.02533638,0.27,11704800,43152468,265798,321890,885146
32673,39568,49151,0.00031941,0.005,412947,9724260,62700,7110,153624
143714,22980,12572,0.00001651,0.2,54526,57785245,43715,11312,39506
119630,45305,2454,0.01084252,0.25,58765872,27799424,398561,347977,926049
93688,68661,1699,0.00491597,0.03,31623603,3500534,132079,32200,340475
110718,29280,11136,0.00082487,0.15,2674171,48911206,83429,187367,208696
94680,42028,2534,0.00031941,0.3,1271037,31950724,16486,40586,22779
15680,14140,18518,0.01084252,0.1,2404173,26186650,52143,59118,235629
86135,93982,1850,0.00163948,0.25,13271960,43475914,57523,74614,148503
126581,9573,4946,0.00013363,0.23,161935,10891312,8255,15433,13981
54009,46386,5420,0.00002483,0.17,62206,42742862,19541,4817,15804
137014,11631,9552,0.00160539,0.15,2558512,16666296,70902,155939,176344
63713,21323,23956,0.00182521,0.005,2479672,2554145,96170,22098,328902
131999,47960,2813,0.00491597,0.13,31122087,17541515,297009,156862,601440
95301,80545,1698,0.00860544,0.17,66056619,23258728,276263,178657,657668
129193,32001,2580,0.00160539,0.005,6637235,412842,56737,7359,125325
91043,58971,20801,0.00019487,0.005,1046259,6133639,61731,10252,171419
68035,27306,9442,0.00163948,0.01,3045896,2578516,48953,21264,159624
13954,33818,38054,0.00082185,0.005,387836,6434699,40601,5194,100969
102345,57425,700,0.00082282,0.15,4835921,6030907,8759,12687,25350
72890,27850,27190,0.00002088,0.03,42386,22717755,33305,3124,43600
21666,33248,5593,0.00952101,0.005,6858738,929873,54977,10647,197498
147234,74227,1712,0.00013363,0.2,1460409,25420363,17746,32416,21034
56321,36599,7429,0.00082282,0.2,1696088,54381734,42588,71123,72199
82840,10157,19741,0.00082185,0.05,691514,10025733,36722,50175,96264
96949,81327,14697,0.00160539,0.0005,12657865,597650,462071,5323,1175127
138792,62468,1854,0.00015297,0.27,1326282,31282505,19989,36914,20434
60693,58579,16756,0.00182521,0.0005,6489279,490778,183805,3489,590830
17885,32715,8291,0.01084252,0.25,6344550,67818889,70504,91338,270277
44105,91489,3582,0.00015297,0.13,617263,42614526,7769,14744,17186
95374,20504,8198,0.00002088,0.17,40832,28578981,16632,4380,16582
71664,10810,29819,0.00008429,0.2,65301,64471618,33977,48612,50731
29238,38008,8068,0.00082282,0.05,914412,15333951,18878,25322,50713
28673,37852,8958,0.00078778,0.07,855029,23738532,22907,35243,46033
109992,20548,3259,0.00108175,0.05,2444972,3349236,21074,25015,55835
42644,63792,14611,0.00082282,0.07,2238381,65248083,77926,90697,211381
70936,12075,11426,0.01084252,0.05,9287952,6899502,171191,114664,557143
68119,63842,3655,0.00160539,0.13,6981771,30341284,43088,62735,139053
94279,87168,2025,0.00108175,0.13,8889986,22954618,51892,44575,115508
48933,34598,25335,0.00013363,0.07,226243,61360965,51198,42092,51448
97095,6595,5699,0.00008429,0.23,53979,8645910,6498,4693,9352
126403,24422,11234,0.00491597,0.0005,15176022,137190,520835,3897,1177499
82427,71610,25398,0.00160539,0.01,9476046,18187884,485394,152433,1394670
42738,34811,33201,0.00108175,0.03,1609436,34674352,97287,105966,312763
85711,12614,14683,0.00047003,0.25,508191,46305808,38678,126349,57442
120766,40542,4210,0.00082185,0.25,4023904,42673213,65729,100237,121029
86472,8947,13177,0.00952101,0.05,7366241,5894871,201178,137219,554713
54984,83377,6102,0.00034241,0.13,1569776,66141241,18890,56188,59275
16371,15104,13267,0.00160539,0.25,396980,50101280,28625,38543,30261
63724,95476,2057,0.00952101,0.25,57927529,49106905,187425,226254,611491
30439,9865,24460,0.00018467,0.27,55458,65158616,32205,35551,15937
146542,47400,14083,0.00015297,0.005,1062553,3337732,50181,7298,132569
100748,15470,15642,0.00952101,0.23,14839426,55657285,591891,507665,1420227
87925,32547,8362,0.00041097,0.25,1176079,68044245,33706,118954,67705
86957,48971,13485,0.01084252,0.03,46171710,19811745,1366064,293261,3558672
130042,65776,1914,0.00047003,0.17,4020542,21404568,39894,49148,60861
5809,84755,1876,0.00952101,0.27,4688257,42949093,13383,18919,48068
77698,6250,17920,0.00082487,0.3,400582,33602895,32608,128476,56136
78663,19299,12625,0.00082185,0.005,1247707,1218330,34050,6428,104029
2649,84683,24624,0.02533638,0.0005,5684914,1042655,194873,3846,751545
38606,87918,4883,0.00491597,0.005,16685899,2146730,129739,20147,432681
52088,15022,17838,0.00041097,0.03,321591,8039611,19794,14160,46509
66429,32330,13784,0.00047003,0.15,1009475,66849248,52609,123947,87775
117618,10808,992,0.00108175,0.13,1375257,1394957,3975,10514,10687
66514,4151,7842,0.00182521,0.25,504027,8140384,10839,49672,25955
98886,8611,6183,0.00078778,0.17,670882,9052354,13248,46085,31557
133625,11526,13352,0.00491597,0.25,7571851,38478673,329594,426845,713806
42436,8516,26991,0.00013363,0.3,48295,68962861,38248,38728,31855
145430,80648,3878,0.00031941,0.13,3746282,40663288,65298,103733,111461
64097,29365,29174,0.00182521,0.005,3435449,4283573,163267,35713,560004
100514,35548,10445,0.00182521,0.15,6521707,55698280,192807,233497,431480
90087,69439,2220,0.00018467,0.2,1155221,30836400,7314,22565,20728
138340,85490,3479,0.00082185,0.17,9719856,50563045,116123,138005,252681
114462,63098,14564,0.00860544,0.005,62151931,4595101,2535530,208736,5899552
86651,14625,2522,0.00013363,0.15,169353,5533435,4139,4489,6872
136355,32014,3182,0.00491597,0.07,21459785,7131926,230951,95040,481529
142780,54030,6777,0.00296184,0.17,22849102,62254817,561045,378472,1159322
140006,72416,7045,0.00296184,0.1,30029388,51019636,779620,327001,1537516
53373,79021,8062,0.00047003,0.01,1982397,6371423,33177,14101,101943
135369,2777,4545,0.00296184,0.25,1113521,3156135,14666,57759,38667
62466,4438,32038,0.00108175,0.13,299930,18486882,33532,84903,71225
95597,13088,12262,0.00056263,0.23,703966,36915078,36852,114984,63940
89687,14939,11773,0.00018467,0.15,247437,26384414,23401,33513,39994
26933,53755,4812,0.00296184,0.17,4288244,43978008,28233,46048,109182
55439,80579,1561,0.00182521,0.27,8153832,33966424,20372,35777,67974
21709,41970,48083,0.00082185,0.005,748834,10090381,74650,12222,226811
75500,14319,14792,0.00108175,0.005,1169559,1059132,33900,6736,106392
65922,18166,10312,0.02533638,0.005,30342190,936689,474498,76623,1600462
91142,12972,5935,0.00860544,0.25,10174449,19249592,138703,185823,350765
119981,16464,15334,0.00491597,0.23,9711217,58070574,458290,531187,1035693
29019,10514,24642,0.00296184,0.27,903732,69957326,29169,114034,122470
114594,84115,1038,0.00034241,0.03,3300535,2619409,11110,7428,26463
45023,76206,8429,0.00860544,0.005,29525732,3211823,364490,45563,1286669
57831,40216,14699,0.00034241,0.07,796374,41381005,42776,63241,91672
86561,24401,3775,0.00082487,0.03,1742347,2763954,14531,16184,42780
124514,47794,16982,0.00008429,0.07,501618,56817108,59125,69418,110454
31956,78638,13446,0.01084252,0.03,27247411,31722895,523497,125374,1902415
52888,85865,4136,0.01084252,0.005,49238999,1775691,300885,26473,1038421
10843,14458,30625,0.02533638,0.1,3972218,44279242,137454,109927,625031
93284,87084,5230,0.00034241,0.15,2781610,68321502,32152,63625,98853
87996,78232,2474,0.00015297,0.27,1053073,52257739,26646,26724,20235
88707,27388,1625,0.00056263,0.03,1366926,1335779,5868,4582,16029
143769,831,14638,0.00056263,0.3,67259,3651449,17163,19677,25445
109062,5263,9675,0.00047003,0.3,269817,15277662,14660,55539,28637
67532,50777,1204,0.00078778,0.13,2701416,7948751,5708,11829,21993
82627,55397,7160,0.00491597,0.05,22502235,19832457,317837,133713,887223
13864,64032,10136,0.00018467,0.07,163951,45434242,11387,17626,18828
9970,29796,19815,0.00047003,0.03,139639,17712984,12982,5670,24573
27251,27654,2344,0.00182521,0.2,1375507,12964342,4463,10235,18039
16002,44523,28106,0.00082185,0.03,585545,37542424,35088,34778,119048
63695,910,24354,0.00370564,0.27,214848,5985484,19367,75294,39037
128795,85917,4489,0.00296184,0.1,32775248,38574923,483585,224172,1004011
142828,3260,12642,0.00296184,0.23,1379176,9479640,47136,158105,130826
98193,18707,13920,0.00047003,0.03,863416,7812474,34345,29290,88871
7317,7278,26334,0.00031941,0.3,17012,57504538,3034,7713,16455
86160,70311,3467,0.00182521,0.27,11057131,65827311,111350,135592,224017
45950,9687,41068,0.00034241,0.15,152428,59680999,46008,95317,74495
7102,52391,13348,0.00082185,0.07,305834,48953765,15396,10178,23662
117473,19911,12853,0.00047003,0.17,1099416,43509121,52321,158593,106091
55589,12127,32021,0.00002483,0.1,16738,38832786,31207,3854,37078
147025,66880,218,0.00370564,0.2,36438004,2922724,29148,19855,58924
74391,16007,7946,0.00296184,0.27,3526935,34342785,58322,134031,154645
104630,9380,10427,0.02533638,0.15,24867579,14672396,565623,341557,627103
43142,34755,14831,0.00082282,0.03,1233770,15463876,37399,38376,113368
54758,12540,25519,0.00002483,0.13,17051,41604103,28312,4272,24339
57762,16292,4668,0.00041097,0.23,386753,17495317,8408,24319,12585
20049,47038,2896,0.00082185,0.03,775081,4087193,4304,3742,13675
147112,7137,7651,0.00082282,0.17,863924,9283280,22805,75155,56167
143793,94530,4731,0.00082487,0.13,11212368,58149374,191913,162516,410875
10259,33362,19781,0.00056263,0.05,192576,32997732,14593,11940,44255
37955,17548,11944,0.00082487,0.27,549420,56592894,34539,63792,40033
12794,30404,11169,0.00491597,0.005,1912423,1698029,28248,7137,115096
41716,1528,48939,0.00296184,0.15,188905,11223410,28094,81853,65055
37196,29105,16987,0.00078778,0.005,852870,2472196,27259,4593,88159
110126,57098,2512,0.00952101,0.23,59868882,32993807,397091,322569,931350
8182,13786,8922,0.00296184,0.15,334103,18451299,4657,8702,17757
18148,18364,19419,0.00056263,0.17,187516,60629063,34713,40646,25709
40195,24102,23034,0.00952101,0.1,9224040,55518603,334053,235711,1091196
16566,5053,30020,0.00082487,0.05,69054,7585169,9303,8108,18082
42216,29401,12661,0.00182521,0.07,2265511,26059241,51489,73700,155722
50918,55054,16409,0.00082487,0.07,2312356,63239497,83356,132713,233533
7063,59916,4350,0.00370564,0.23,1568345,59946608,10452,13803,38368
39523,49021,420,0.00952101,0.3,18446961,6189340,11588,15018,39582
59727,21613,3717,0.00018467,0.2,238399,16068081,6688,11422,11286
76453,4896,13464,0.00296184,0.3,1108729,19777828,31597,132734,89365
117355,60103,17382,0.00108175,0.01,7630172,10447266,402044,99940,910000
22975,2381,40471,0.00056263,0.2,30779,19273426,12276,16051,18168
46426,68796,19586,0.00163948,0.005,5236474,6737523,171388,38281,550648
110231,10373,2591,0.00108175,0.23,1237009,6183070,9199,30265,24880
77644,42191,6829,0.00082185,0.1,2692352,28816240,32064,79089,107365
46157,10736,40629,0.00108175,0.03,536103,13087097,46660,48013,137162
78246,20255,7759,0.00860544,0.27,13638659,42434269,200484,295477,560216
29621,57362,22002,0.00491597,0.001,8353081,1262109,280187,13209,962310
68600,7338,28713,0.00108175,0.3,544610,63218078,65269,213241,102812
75371,35441,10205,0.01084252,0.07,28963295,25317751,498544,257818,1560070
33699,35145,10559,0.00034241,0.17,405551,63091417,10563,45367,29538
110825,21706,709,0.00491597,0.15,11826031,2309565,23694,19994,52608
10160,10643,36369,0.01084252,0.13,1172463,50321986,47179,63426,221102
39404,25475,41680,0.01084252,0.005,10884094,5309135,684674,110694,2330004
71007,30439,12782,0.00491597,0.03,10625341,11672683,227870,123118,720200
70841,95545,4315,0.00018467,0.13,1249953,53608194,12798,33986,36401
18458,7585,7211,0.00296184,0.13,414729,7111664,4401,14536,16865
105512,17486,14266,0.00034241,0.25,631755,62369043,46866,155289,74314
41773,25567,33592,0.00491597,0.005,5250507,4294467,270026,54589,921031
128996,668,6676,0.00370564,0.15,319550,669462,10414,19749,20867
89709,77798,10540,0.00860544,0.005,60059627,4100339,1428584,129761,3610026
41096,24657,10578,0.00008429,0.2,85416,52171098,17431,23277,11077
88998,25196,4008,0.00047003,0.15,1054009,15149256,12730,37942,29246
99054,52000,7063,0.00860544,0.1,44325446,36727967,773575,364288,1878474
13862,37279,6454,0.02533638,0.2,13093716,48124760,110954,106123,426750
69350,66165,24872,0.01084252,0.005,49752332,8228563,1990662,224541,6599776
71370,29843,4520,0.00952101,0.1,20279199,13490858,162903,109000,491188
90282,18060,8953,0.00082185,0.23,1340051,37192600,35571,111553,80555
49777,36994,13170,0.00082487,0.07,1518990,34105783,43302,81733,128247
124279,58082,2980,0.00182521,0.13,13175139,22507337,140587,101269,284444
39334,25794,6628,0.00860544,0.23,8731065,39326111,104661,107602,304971
7128,53948,5382,0.00370564,0.03,1425149,8712135,11726,5368,44215
96616,42132,9562,0.00952101,0.15,38757311,60433585,923861,602109,2243000
110918,77937,287,0.00370564,0.3,32034001,6729845,25870,28751,62586
69289,39490,997,0.00860544,0.01,23546945,394054,39731,7777,124728
88522,83673,11253,0.00031941,0.005,2365859,4708172,65857,12608,187738
22891,26710,6186,0.00182521,0.2,1116029,33050967,10047,23093,39382
114694,60913,2437,0.00952101,0.3,66518534,44551133,460694,442399,1063824
52755,19228,29793,0.00370564,0.005,3759071,2864446,179294,35975,611447
56308,63527,3129,0.00002088,0.25,74690,49705772,3335,4850,5526
33450,68388,6257,0.00002483,0.1,56802,42795102,5734,3603,21352
103856,3453,7023,0.00018467,0.25,66239,6064228,7371,9709,11182
62116,12894,13857,0.00370564,0.13,2968196,23230029,73969,133828,227318
41358,4737,34011,0.02533638,0.2,4964527,32227261,251656,330888,880993
145137,20818,863,0.00182521,0.17,5514892,3055598,16718,23352,36559
109665,6151,15353,0.00034241,0.23,230997,21723744,24394,61576,41917
11952,74935,8091,0.00952101,0.005,8527475,3031693,94930,10416,366476
46695,49204,25095,0.00370564,0.01,8514146,12347903,353303,111936,1154837
36936,6590,2715,0.02533638,0.25,6167237,4474496,24347,32803,89582
36886,1104,36185,0.00047003,0.15,19148,5994766,12233,8372,17583
68608,37745,6975,0.00108175,0.13,2801386,34226457,32959,76599,112822
14650,69733,5863,0.00952101,0.07,9727138,28621998,80707,37847,301506
35337,40896,3533,0.00034241,0.17,494847,24566824,4402,19852,12354
25995,9051,12183,0.00008429,0.3,19833,33083781,12506,4889,12926
114912,19521,9190,0.00013363,0.27,299762,48442173,25965,60091,30475
81165,17642,17014,0.02533638,0.0005,36281731,150088,1074898,12663,3339952
51516,2445,32346,0.00163948,0.2,206540,15820150,23502,80163,51398
32152,41437,13492,0.00056263,0.01,749593,5590941,23815,9099,68031
59398,50314,20177,0.00370564,0.001,11074702,1015194,367280,15863,1205123
80562,96020,7597,0.00082487,0.05,6380934,36477889,109329,115349,307109
26093,30795,5503,0.00008429,0.17,67732,28810313,3253,4411,5729
51851,42871,2236,0.00370564,0.27,8237471,25889428,29105,46592,99441
78317,2304,19474,0.01084252,0.3,1956645,13461883,64871,197538,219064
102293,92149,15717,0.00031941,0.03,3010847,43449860,139045,117930,171160
147047,16642,3183,0.00163948,0.17,4012309,9007196,45055,72046,95389
35599,9585,38332,0.00108175,0.03,369118,11022608,33146,32727,92911
13153,76904,23956,0.00860544,0.005,8704881,9211673,285556,36644,1109204
99388,95942,2157,0.00370564,0.01,35335477,2069510,204750,26649,473134
36173,25067,26327,0.00008429,0.05,76429,32997420,30934,14537,35971
39842,1425,32746,0.01084252,0.3,615624,13999723,35894,152135,115957
116813,8656,13214,0.00182521,0.15,1845678,17158782,62586,173197,171592
93625,60734,3466,0.00008429,0.1,479297,21052577,11605,13035,16334
23399,92273,11825,0.00491597,0.05,10614466,54558606,207179,95641,697282
130944,7357,2193,0.00491597,0.3,4735839,4841866,33689,58310,73175
127540,34581,6895,0.00296184,0.1,13063152,23844034,295133,197623,626736
7929,9555,22561,0.00296184,0.15,224421,32336795,8424,18920,29925
78524,34189,1356,0.02533638,0.27,68020463,12526240,156229,188039,187206
62222,59948,419,0.00952101,0.03,35514661,754069,23282,5833,80045
42429,42459,21720,0.00163948,0.005,2953623,4611198,100520,25055,359834
74122,41736,4434,0.00182521,0.07,5646540,12956914,49504,51100,148751
81158,19385,23201,0.01084252,0.15,17058303,67463688,713878,667374,2175378
44352,1690,29775,0.00047003,0.27,35251,13594279,13580,19569,21025
118723,60359,1978,0.00034241,0.25,2453753,29854532,21604,33824,43430
5211,22027,8867,0.02533638,0.13,2908344,25393712,30528,26308,135179
37321,9144,21010,0.00056263,0.03,192024,5764014,14720,10135,18647
64549,12156,3544,0.00082185,0.27,644906,11632615,7491,25247,15002
18029,15509,16930,0.00108175,0.15,302494,39388671,9511,31545,31631
38096,79519,12287,0.00296184,0.0005,8972688,488551,177918,3692,599939
149249,28237,4499,0.00001651,0.25,69581,31763777,17961,5847,16301
73745,8874,21035,0.00019487,0.13,127534,24268210,25110,28265,37489
146971,24597,2151,0.00108175,0.23,3910608,12169905,32406,54953,70740
37191,79610,13695,0.00002483,0.05,73518,54513619,16678,5590,48627
84888,12868,14280,0.00078778,0.15,860545,27565358,39036,118422,84722
43956,73655,18027,0.00001651,0.03,53453,39834529,20290,3049,29526
22681,37576,8495,0.01084252,0.001,9240765,319239,109994,3869,413604
66504,78876,13818,0.00370564,0.05,19438339,54499296,469914,236937,1484030
97210,14396,17648,0.00296184,0.03,4145168,7622660,178064,132980,452727
99651,19936,9663,0.00370564,0.23,7361879,44311901,186192,271436,451656
36175,27555,49444,0.00860544,0.05,8578138,68124160,665320,314825,2276380
55220,10260,1949,0.02533638,0.15,14354821,3000325,41622,36485,146256
82834,27528,11551,0.00370564,0.07,8450081,22259394,201286,169476,565542
70521,19135,12614,0.00370564,0.2,5000685,48278074,113380,222126,349495
83451,63753,17257,0.00008429,0.01,448446,11002092,40558,6454,85823
57572,49419,13423,0.00008429,0.1,239824,66339884,44481,38294,58975
79855,32646,1287,0.01084252,0.03,28266198,1261417,65778,18329,197454
140937,17416,2260,0.00108175,0.01,2655309,393700,19156,4033,48539
114692,29598,3132,0.00078778,0.15,2674339,13907366,24516,54248,60826
112408,39653,3825,0.00013363,0.03,595644,4550693,10558,5447,12566
98800,40382,2182,0.00370564,0.23,14784635,20269144,79983,78570,200090
145900,29249,749,0.00082487,0.1,3520111,2193534,9352,14734,20496
123048,50105,6047,0.00001651,0.13,101791,39389913,24526,6751,21663
51088,4313,38837,0.00002483,0.25,5471,41877684,29194,3839,23161
5814,74342,3779,0.00160539,0.15,693896,42147719,6581,5512,17948
83689,6552,20717,0.00078778,0.25,432003,33938337,37481,142649,71849
45989,23295,46367,0.00041097,0.05,440296,54008623,70096,104981,159666
84372,12935,8310,0.00296184,0.3,3232427,32249286,58082,149046,158336
78857,9775,6845,0.02533638,0.15,19530045,10037439,223636,205157,716857
84464,33862,3693,0.00041097,0.27,1175461,33766314,21096,44875,29759
85608,1185,16673,0.00491597,0.3,498919,5929883,23803,116489,56970
122798,80676,2614,0.00031941,0.25,3164380,52737410,45809,67362,63005
103489,82431,15848,0.00008429,0.03,719056,39191679,59461,36326,126652
89328,58272,4475,0.00296184,0.005,15417465,1304133,157031,24984,405243
62017,15100,12497,0.00860544,0.005,8058934,943624,163160,32038,527968
137649,41214,3684,0.00952101,0.3,54014637,45552213,635772,566427,1377951
133800,71093,3860,0.00034241,0.15,3257110,41167728,42697,88024,100226
96243,11699,14317,0.00034241,0.27,385553,45227519,31069,106502,49152
30799,73968,1634,0.00082487,0.25,1879198,30231397,5139,9170,17820
81916,11839,2888,0.00370564,0.17,3593777,5813800,21861,38800,59331
122333,30907,8624,0.00296184,0.2,11198692,53310681,332941,308527,671466
95026,34277,7110,0.00082282,0.07,2680162,17061553,48372,79110,128900
38113,47946,17579,0.00163948,0.01,2996014,8428636,86396,34443,286049
83857,28676,21086,0.00002483,0.05,59708,30233289,32031,4931,36929
42629,10613,23673,0.00296184,0.005,1340071,1256277,48493,11341,174917
96630,63544,2636,0.00491597,0.15,30185858,25131143,222254,135057,478976
34934,38196,2189,0.00860544,0.23,11483048,19234364,38554,42885,128978
50174,13136,4728,0.00108175,0.27,713000,16771400,9687,30232,20122
94870,79073,1688,0.00182521,0.17,13692307,22692559,59074,56206,147721
31340,38485,10214,0.00860544,0.15,10379285,58966077,157551,148568,543398
45245,62446,3331,0.00078778,0.3,2225849,62409776,11882,32779,55557
34501,95236,4138,0.00082487,0.05,2710407,19708694,18931,19469,64070
102673,87802,1960,0.00015297,0.15,1379024,25825028,15328,22402,21386
106716,6058,15324,0.00019487,0.17,125985,15782445,18437,23662,33521
130034,10558,1369,0.00082282,0.17,1129696,2458915,5036,16428,12018
48431,20929,13551,0.00491597,0.13,4983018,36870265,122670,126944,354559
75942,25749,14748,0.00296184,0.1,5791819,37977426,163919,203671,467906
120984,19029,15410,0.00491597,0.17,11317650,49853150,558283,493935,1216149
78445,40179,16104,0.00019487,0.1,614217,64705631,50465,85009,93092
31480,1049,11999,0.01084252,0.25,358152,3147868,8320,36401,25090
57166,65266,21849,0.00952101,0.001,35522954,1426006,1227013,48914,4016406
46187,781,41982,0.00163948,0.27,59198,8861628,18625,39425,31051
31416,31011,14088,0.00182521,0.13,1778248,56798857,61996,76516,137527
26094,11484,43209,0.00182521,0.07,546972,34736264,46928,96047,143931
102226,64341,11273,0.00491597,0.0005,32334201,362691,984482,10120,2282682
129249,66803,5953,0.00008429,0.15,727790,59656462,33018,62787,43179
138756,92150,2193,0.00034241,0.27,4378237,54579993,55775,62037,86507
123355,5859,13526,0.00296184,0.13,2140997,10304400,79657,179412,203955
53856,28318,20410,0.00015297,0.07,233303,40459631,34614,31084,41189
3712,6927,29965,0.00370564,0.13,95307,26986123,5683,16268,17945
140467,7457,3580,0.00082185,0.27,860870,7209031,11089,46705,26845
29658,13200,25169,0.00015297,0.17,59889,56482074,35322,28430,25855
60567,40756,26601,0.00082282,0.05,2031142,54208257,110324,178256,330095
81030,77505,13691,0.00002483,0.05,155941,53058717,42930,9565,51303
64024,3783,14414,0.00031941,0.2,77376,10908429,10723,14163,17424
36628,54430,39270,0.01084252,0.01,21616675,21375423,1314669,199920,4354441
53186,1287,8661,0.00860544,0.25,589116,2787289,10255,44727,30428
34417,1747,45555,0.00182521,0.05,109755,3979659,18585,16654,41599
61712,4078,13587,0.00082185,0.27,206835,14961461,12740,47698,25132
9633,54419,3999,0.00018467,0.23,96810,50056127,3083,4361,5103
17115,6034,26182,0.00952101,0.13,983418,20540809,36690,67057,135060
101444,16282,11489,0.00182521,0.01,3014850,1870724,89134,25286,226179
8385,43049,18200,0.00082185,0.07,296682,54846552,16980,15383,39547
72860,65820,10732,0.00860544,0.03,41269493,21192706,744925,213040,2363068
31373,18572,14582,0.00013363,0.17,77862,46040037,7017,22668,22416
55104,10152,26318,0.00078778,0.03,440706,8015772,29525,27268,78504
105402,14956,1559,0.00056263,0.23,886957,5363109,5159,18145,11942
140088,93435,867,0.00108175,0.23,14159292,18648147,46808,43520,92330
41574,22345,48113,0.00160539,0.03,1491395,32252961,118470,138060,405632
76811,62416,6628,0.00056263,0.03,2697433,12411807,39751,36319,115218
40299,18926,19782,0.00082487,0.17,629160,63650958,21550,100335,76176
131798,21787,10199,0.00015297,0.23,439258,51108506,32713,79621,53048
34601,31225,3279,0.00860544,0.25,9297808,25597661,45269,55857,156713
14254,77754,5421,0.00034241,0.07,379503,29509723,8653,7524,17669
26180,27785,16712,0.02533638,0.01,18430818,4643631,455639,63892,1558644
113349,51649,8420,0.00296184,0.1,17340073,43493487,447731,276452,966861
123944,36026,9723,0.00041097,0.17,1835078,59549860,60475,168050,137830
47983,6395,5719,0.00019487,0.27,59806,9877368,4713,5877,6874
113168,68505,1672,0.00019487,0.25,1510772,28650228,6627,26317,20307
120261,98763,13884,0.00013363,0.03,1587188,41137929,78977,64466,200477
52223,73235,2648,0.00008429,0.2,322375,38790803,4320,10907,9453
19408,1386,21340,0.00108175,0.17,29119,5031535,4702,5411,7749
60730,16223,16481,0.00002088,0.15,20571,40107448,23220,4023,28176
65547,93438,2879,0.00952101,0.2,58312915,53812096,259926,253615,870746
45527,5045,18417,0.00082282,0.15,188993,13937699,14039,33180,30945
128384,10670,12003,0.00370564,0.2,5076649,25618254,191950,268818,414415
46335,1695,23114,0.00082282,0.13,64656,5095780,10664,12660,18903
16715,24577,48863,0.00082487,0.005,338888,6004768,40007,7005,110107
91212,82354,19952,0.00078778,0.001,5917606,1643156,276689,9849,751413
72968,14507,20982,0.00047003,0.005,497561,1522015,28617,3659,75007
142586,4318,12859,0.00019487,0.23,119994,12772463,18603,24670,32506
86838,9468,13748,0.00056263,0.17,462599,22130378,27303,78186,51681
26551,1524,12511,0.00163948,0.15,66361,2861140,4015,7907,7948
129002,34588,16176,0.00019487,0.01,869514,5595155,46965,12933,124016
79078,16351,11937,0.00056263,0.17,727491,33182887,32763,98633,58787
17421,3158,39206,0.02533638,0.15,1394308,18576760,68101,110472,278989
39883,47133,23406,0.00108175,0.001,2033552,1103223,74286,3267,269512
5125,19189,15150,0.00082282,0.17,80930,49425962,5490,8380,11097
25503,65751,31716,0.00860544,0.01,14430590,20854008,673712,114277,2370058
123501,14829,9360,0.00018467,0.15,338220,20822730,22228,40837,37531
14103,73470,12195,0.00078778,0.01,816312,8960188,22412,11229,65148
72801,50658,5087,0.00952101,0.1,35113312,25772572,305298,188873,925619
25286,837,36945,0.00370564,0.15,78459,4640342,10772,25989,23001
50306,11135,2303,0.00370564,0.23,2075802,5899152,6687,21197,25816
99042,21176,7991,0.00056263,0.27,1180030,45692118,37234,114766,65894
35836,24232,6056,0.00082185,0.03,713690,4402905,9135,9759,27855
133475,98824,8825,0.00013363,0.05,1762667,43609990,62726,67538,144204
78555,9952,2893,0.00047003,0.23,367495,6622585,4552,15269,9760
78366,10506,5314,0.00047003,0.3,387003,16751582,12158,34916,21571
120986,60571,3701,0.00015297,0.23,1121006,51573176,32465,56019,34830
133870,85107,6374,0.00108175,0.001,12324834,542527,275225,8386,575152
15715,40226,9712,0.02533638,0.0005,16017199,195342,212364,3759,805191
85870,64383,3022,0.00160539,0.01,8875600,1945748,63006,18973,163687
149508,3241,14350,0.00108175,0.13,524280,6047541,30752,65324,70935
30363,73196,24908,0.00047003,0.005,1044622,9116093,62144,11843,171142
15316,34330,5144,0.00018467,0.25,97106,44151213,3166,6855,4851
10091,10189,23876,0.00163948,0.03,168586,7298613,11108,9520,27257
83522,10329,5803,0.00013363,0.25,115287,14986207,7778,11870,12390
7300,20423,36760,0.00491597,0.05,733007,37538078,49636,39997,162760
69353,12397,7520,0.00018467,0.13,158785,12120625,8986,13791,10530
108337,9776,17332,0.00034241,0.23,362662,38973167,38343,112551,64162
146116,15989,8028,0.00013363,0.3,312211,38513493,27881,62497,36285
50986,17220,39483,0.01084252,0.005,9520181,3399679,571466,107916,1939672
84940,4229,2206,0.01084252,0.17,3895117,1586119,17821,30711,48996
35009,9682,18090,0.00041097,0.15,139309,26274117,18428,28340,27161
77302,26516,16055,0.02533638,0.005,51934008,2128684,1309572,156279,1631246
101265,5295,20628,0.00491597,0.03,2635980,3276876,112734,97138,339073
75134,12373,2399,0.00056263,0.13,523066,3859369,4234,11660,10097
29873,90549,11688,0.00082487,0.05,2231312,52919854,68117,59259,178995
6396,82890,4941,0.00860544,0.17,4562864,69639056,31349,32162,122889
90433,16613,12022,0.00031941,0.17,479903,33954848,31790,75134,52390
